17:58:30:188 |55|Ticks=0||1|-16|-16|10|0
17:58:30:221 |56|Ticks=0||1|-16|-16|10|0
17:58:30:251 |57|Ticks=0||1|-16|-17|10|0
17:58:30:278 |58|Ticks=0||1|-17|-16|10|0
17:58:30:309 |59|Ticks=15||1|-16|-16|10|0
17:58:30:339 |60|Ticks=16||1|-17|-17|10|0
17:58:30:372 |61|Ticks=0||1|-17|-16|11|0
17:58:30:402 |62|Ticks=16||1|-17|-16|11|0
17:58:30:435 |63|Ticks=0||1|-17|-16|10|0
17:58:30:466 |64|Ticks=0||1|-17|-17|11|0
17:58:30:491 |65|Ticks=0||1|-17|-16|10|0
17:58:30:522 |66|Ticks=0||1|-18|-16|11|0
17:58:30:554 |67|Ticks=0||1|-17|-16|10|0
17:58:30:584 |68|Ticks=0||1|-17|-16|10|0
17:58:30:617 |69|Ticks=0||1|-17|-16|10|0
17:58:30:647 |70|Ticks=0||1|-17|-16|10|0
17:58:30:674 |71|Ticks=0||1|-17|-16|10|0
17:58:30:704 |72|Ticks=0||1|-17|-16|10|0
17:58:30:737 |73|Ticks=0||1|-17|-16|10|0
17:58:30:767 |74|Ticks=0||1|-17|-16|10|0
17:58:30:838 |75|Ticks=16||1|-17|-16|10|0
17:58:30:860 |76|Ticks=0||1|-17|-16|11|0
17:58:30:888 |77|Ticks=0||1|-17|-16|10|0
17:58:30:920 |78|Ticks=0||1|-17|-16|10|0
17:58:30:950 |79|Ticks=0||1|-17|-16|10|0
17:58:30:982 |80|Ticks=0||1|-17|-16|10|0
17:58:31:13 |81|Ticks=0||1|-17|-16|10|0
17:58:31:45 |82|Ticks=0||1|-17|-16|10|0
17:58:31:71 |83|Ticks=0||1|-18|-16|10|0
17:58:31:101 |84|Ticks=0||1|-17|-16|10|0
17:58:31:133 |85|Ticks=0||1|-17|-16|10|0
17:58:31:164 |86|Ticks=0||1|-17|-16|10|0
17:58:31:196 |87|Ticks=0||1|-17|-16|10|0
17:58:31:227 |88|Ticks=0||1|-17|-16|10|0
17:58:31:254 |89|Ticks=0||1|-17|-16|10|0
17:58:31:285 |90|Ticks=0||1|-17|-16|11|0
17:58:31:315 |91|Ticks=0||1|-18|-16|10|0
17:58:31:347 |92|Ticks=0||1|-18|-16|10|0
17:58:31:379 |93|Ticks=0||1|-18|-16|10|0
17:58:31:409 |94|Ticks=0||1|-18|-16|11|0
17:58:31:441 |95|Ticks=0||1|-17|-16|11|0
17:58:31:466 |96|Ticks=0||1|-17|-16|11|0
17:58:31:499 |97|Ticks=0||1|-16|-16|10|0
17:58:31:530 |98|Ticks=0||1|-17|-17|11|0
17:58:31:560 |99|Ticks=0||1|-17|-17|11|0
17:58:31:592 |100|Ticks=0||1|-16|-17|10|0
17:58:31:623 |101|Ticks=0||1|-16|-17|10|0
17:58:31:650 |102|Ticks=16||1|-17|-19|9|0
17:58:31:681 |103|Ticks=15||1|-17|-18|9|0
17:58:31:711 |104|Ticks=15||1|-17|-18|9|0
17:58:31:744 |105|Ticks=16||1|-17|-18|9|0
17:58:31:775 |106|Ticks=16||1|-16|-19|10|0
17:58:31:805 |107|Ticks=16||1|-17|-19|9|0
17:58:31:832 |108|Ticks=0||1|-16|-18|9|0
17:58:31:862 |109|Ticks=0||1|-16|-19|10|0
17:58:31:895 |110|Ticks=0||1|-17|-18|10|0
17:58:31:926 |111|Ticks=0||1|-17|-17|10|0
17:58:31:958 |112|Ticks=0||1|-16|-17|10|0
17:58:31:989 |113|Ticks=0||1|-18|-18|9|0
17:58:32:19 |114|Ticks=0||1|-18|-19|9|0
17:58:32:46 |115|Ticks=0||1|-17|-18|9|0
17:58:32:77 |116|Ticks=0||1|-17|-18|9|0
17:58:32:109 |117|Ticks=0||1|-16|-18|10|0
17:58:32:193 |118|Ticks=0||1|-16|-18|10|2
17:58:32:215 |119|Ticks=0||1|-16|-19|10|2
17:58:32:237 |120|Ticks=0||1|-16|-18|10|2
17:58:32:261 |121|Ticks=0||1|-16|-19|9|2
17:58:32:291 |122|Ticks=0||1|-16|-18|9|2
17:58:32:322 |123|Ticks=0||1|-16|-18|9|2
17:58:32:354 |124|Ticks=0||1|-18|-18|10|2
17:58:32:384 |125|Ticks=0||1|-18|-18|10|2
17:58:32:415 |126|Ticks=0||1|-17|-18|9|2
17:58:32:442 |127|Ticks=0||1|-16|-18|10|2
17:58:32:473 |128|Ticks=0||1|-15|-18|12|2
17:58:32:505 |129|Ticks=0||1|-16|-18|15|2
17:58:32:536 |130|Ticks=0||1|-16|-15|12|2
17:58:32:568 |131|Ticks=0||1|-15|-14|10|2
17:58:32:599 |132|Ticks=0||1|-14|-16|10|2
17:58:32:624 |133|Ticks=0||1|-14|-17|11|2
17:58:32:657 |134|Ticks=0||1|-15|-17|9|2
17:58:32:688 |135|Ticks=0||1|-14|-17|9|2
17:58:32:717 |136|Ticks=0||1|-15|-17|10|2
17:58:32:749 |137|Ticks=0||1|-16|-17|12|2
17:58:32:780 |138|Ticks=0||1|-15|-17|14|2
17:58:32:807 |139|Ticks=0||1|-14|-14|13|2
17:58:32:837 |140|Ticks=0||1|-15|-16|12|2
17:58:32:869 |141|Ticks=0||1|-14|-15|12|2
17:58:32:901 |142|Ticks=0||1|-14|-16|11|2
17:58:32:931 |143|Ticks=0||1|-14|-17|11|2
17:58:32:964 |144|Ticks=0||1|-14|-17|11|2
17:58:32:995 |145|Ticks=0||1|-14|-17|11|2
17:58:33:20 |146|Ticks=0||1|-13|-17|12|2
17:58:33:52 |147|Ticks=0||1|-13|-16|12|2
17:58:33:83 |148|Ticks=0||1|-13|-17|12|2
17:58:33:114 |149|Ticks=0||1|-16|-18|11|2
17:58:33:147 |150|Ticks=16||1|-18|-18|12|2
17:58:33:177 |151|Ticks=0||1|-15|-16|12|2
17:58:33:204 |152|Ticks=0||1|-15|-16|11|2
17:58:33:234 |153|Ticks=0||1|-16|-17|11|2
17:58:33:272 |154|Ticks=15||1|-15|-16|11|2
17:58:33:298 |155|Ticks=0||1|-15|-17|10|2
17:58:33:328 |156|Ticks=0||1|-15|-17|10|2
17:58:33:360 |157|Ticks=0||1|-15|-18|11|2
17:58:33:385 |158|Ticks=0||1|-14|-17|11|2
17:58:33:418 |159|Ticks=0||1|-14|-17|11|2
17:58:33:449 |160|Ticks=0||1|-15|-17|11|2
17:58:33:479 |161|Ticks=0||1|-15|-17|11|2
17:58:33:511 |162|Ticks=0||1|-16|-17|11|2
17:58:33:542 |163|Ticks=0||1|-15|-17|11|2
17:58:33:574 |164|Ticks=0||1|-16|-17|11|2
17:58:33:601 |165|Ticks=0||1|-16|-16|12|2
17:58:33:630 |166|Ticks=15||1|-17|-17|12|2
17:58:33:663 |167|Ticks=0||1|-16|-17|11|2
17:58:33:694 |168|Ticks=16||1|-15|-17|10|2
17:58:33:724 |169|Ticks=16||1|-15|-18|9|2
17:58:33:757 |170|Ticks=0||1|-16|-18|8|2
17:58:33:782 |171|Ticks=0||1|-16|-18|8|2
17:58:33:813 |172|Ticks=0||1|-17|-18|7|2
17:58:33:845 |173|Ticks=0||1|-17|-19|7|2
17:58:33:875 |174|Ticks=0||1|-19|-19|7|2
17:58:33:908 |175|Ticks=0||1|-20|-19|6|2
17:58:33:938 |176|Ticks=0||1|-21|-17|7|2
17:58:33:967 |177|Ticks=0||1|-23|-17|8|2
17:58:33:996 |178|Ticks=0||1|-23|-16|9|2
17:58:34:27 |179|Ticks=0||1|-22|-15|9|2
17:58:34:59 |180|Ticks=0||1|-21|-13|10|2
17:58:34:90 |181|Ticks=0||1|-22|-13|10|2
17:58:34:122 |182|Ticks=0||1|-21|-13|9|2
17:58:34:152 |183|Ticks=0||1|-22|-13|7|2
17:58:34:179 |184|Ticks=0||1|-24|-14|6|2
17:58:34:210 |185|Ticks=0||1|-24|-15|5|2
17:58:34:240 |186|Ticks=0||1|-24|-15|6|2
17:58:34:273 |187|Ticks=0||1|-22|-16|6|2
17:58:34:303 |188|Ticks=0||1|-23|-16|6|2
17:58:34:334 |189|Ticks=0||1|-23|-16|7|2
17:58:34:362 |190|Ticks=0||1|-24|-16|6|2
17:58:34:392 |191|Ticks=0||1|-22|-17|6|2
17:58:34:424 |192|Ticks=0||1|-22|-16|7|2
17:58:34:504 |193|Ticks=16||1|-22|-17|6|2
17:58:34:559 |194|Ticks=0||1|-21|-16|5|2
17:58:34:581 |195|Ticks=0||1|-22|-16|7|2
17:58:34:606 |196|Ticks=0||1|-20|-17|9|2
17:58:34:637 |197|Ticks=0||1|-21|-17|9|2
17:58:34:670 |198|Ticks=0||1|-21|-17|8|2
17:58:34:700 |199|Ticks=0||1|-21|-18|7|2
17:58:34:732 |200|Ticks=0||1|-22|-17|6|2
17:58:34:757 |201|Ticks=0||1|-21|-19|5|2
17:58:34:788 |202|Ticks=0||1|-20|-19|7|2
17:58:34:821 |203|Ticks=0||1|-20|-19|7|2
17:58:34:851 |204|Ticks=0||1|-20|-19|7|2
17:58:34:883 |205|Ticks=0||1|-19|-18|7|2
17:58:34:914 |206|Ticks=0||1|-20|-18|8|2
17:58:34:939 |207|Ticks=0||1|-21|-19|8|2
17:58:34:971 |208|Ticks=0||1|-20|-19|9|2
17:58:35:3 |209|Ticks=16||1|-21|-18|9|2
17:58:35:35 |210|Ticks=15||1|-21|-19|7|2
17:58:35:66 |211|Ticks=15||1|-21|-19|6|2
17:58:35:95 |212|Ticks=0||1|-19|-19|7|2
17:58:35:128 |213|Ticks=16||1|-19|-20|7|2
17:58:35:153 |214|Ticks=0||1|-18|-18|6|2
17:58:35:186 |215|Ticks=0||1|-19|-18|8|2
17:58:35:216 |216|Ticks=0||1|-20|-18|9|2
17:58:35:247 |217|Ticks=0||1|-20|-17|8|2
17:58:35:279 |218|Ticks=0||1|-20|-16|7|2
17:58:35:311 |219|Ticks=0||1|-20|-16|7|2
17:58:35:338 |220|Ticks=0||1|-21|-18|9|2
17:58:35:368 |221|Ticks=0||1|-20|-19|7|2
17:58:35:399 |222|Ticks=0||1|-19|-17|5|2
17:58:35:432 |223|Ticks=0||1|-17|-17|6|2
17:58:35:463 |224|Ticks=0||1|-17|-17|8|2
17:58:35:494 |225|Ticks=0||1|-18|-17|8|2
17:58:35:520 |226|Ticks=0||1|-18|-16|8|2
17:58:35:550 |227|Ticks=15||1|-19|-15|8|2
17:58:35:583 |228|Ticks=0||1|-21|-14|7|2
17:58:35:613 |229|Ticks=0||1|-25|-14|7|2
17:58:35:644 |230|Ticks=0||1|-25|-15|10|2
17:58:35:677 |231|Ticks=0||1|-24|-15|9|2
17:58:35:707 |232|Ticks=0||1|-23|-17|5|2
17:58:35:734 |233|Ticks=0||1|-21|-21|4|2
17:58:35:765 |234|Ticks=0||1|-19|-22|7|2
17:58:35:797 |235|Ticks=0||1|-19|-21|8|2
17:58:35:828 |236|Ticks=0||1|-17|-21|9|2
17:58:35:858 |237|Ticks=0||1|-16|-21|9|2
17:58:35:891 |238|Ticks=0||1|-15|-20|9|2
17:58:35:917 |239|Ticks=0||1|-16|-20|10|2
17:58:35:948 |240|Ticks=0||1|-16|-19|10|2
17:58:35:979 |241|Ticks=0||1|-17|-19|10|2
17:58:36:9 |242|Ticks=0||1|-16|-19|9|2
17:58:36:42 |243|Ticks=0||1|-16|-20|9|2
17:58:36:73 |244|Ticks=0||1|-16|-20|9|2
17:58:36:100 |245|Ticks=0||1|-15|-20|9|2
17:58:36:131 |246|Ticks=0||1|-15|-19|10|2
17:58:36:161 |247|Ticks=0||1|-15|-18|11|2
17:58:36:193 |248|Ticks=0||1|-14|-18|11|2
17:58:36:224 |249|Ticks=0||1|-16|-18|10|2
17:58:36:256 |250|Ticks=0||1|-15|-18|10|2
17:58:36:281 |251|Ticks=0||1|-15|-19|10|2
17:58:36:312 |252|Ticks=0||1|-15|-19|9|2
17:58:36:344 |253|Ticks=0||1|-16|-19|9|2
17:58:36:375 |254|Ticks=0||1|-16|-19|11|2
17:58:36:407 |255|Ticks=0||1|-16|-19|10|2
17:58:36:438 |256|Ticks=0||1|-16|-18|10|2
17:58:36:468 |257|Ticks=0||1|-16|-19|10|2
17:58:36:496 |258|Ticks=0||1|-16|-18|11|2
17:58:36:526 |259|Ticks=0||1|-15|-18|11|2
17:58:36:558 |260|Ticks=0||1|-15|-19|11|2
17:58:36:590 |261|Ticks=0||1|-16|-19|10|2
17:58:36:620 |262|Ticks=0||1|-15|-18|10|2
17:58:36:652 |263|Ticks=0||1|-15|-19|11|2
17:58:36:678 |264|Ticks=0||1|-15|-19|10|2
17:58:36:710 |265|Ticks=0||1|-16|-19|10|2
17:58:36:741 |266|Ticks=0||1|-16|-19|10|2
17:58:36:771 |267|Ticks=0||1|-16|-18|12|2
17:58:36:803 |268|Ticks=0||1|-15|-18|11|2
17:58:36:834 |269|Ticks=0||1|-14|-17|10|2
17:58:36:860 |270|Ticks=16||1|-15|-17|11|2
17:58:36:892 |271|Ticks=16||1|-16|-18|14|2
17:58:36:922 |272|Ticks=0||1|-15|-17|12|2
17:58:36:955 |273|Ticks=15||1|-17|-14|11|2
17:58:36:986 |274|Ticks=15||1|-20|-14|7|2
17:58:37:16 |275|Ticks=16||1|-21|-14|6|2
17:58:37:49 |276|Ticks=0||1|-20|-16|4|2
17:58:37:74 |277|Ticks=0||1|-24|-15|7|2
17:58:37:106 |278|Ticks=0||1|-24|-14|10|2
17:58:37:137 |279|Ticks=0||1|-18|-15|13|2
17:58:37:169 |280|Ticks=0||1|-22|-15|7|2
17:58:37:200 |281|Ticks=0||1|-24|-15|6|2
17:58:37:230 |282|Ticks=0||1|-22|-15|4|2
17:58:37:278 |283|Ticks=0||1|-23|-15|6|2
17:58:37:300 |284|Ticks=0||1|-24|-16|6|2
17:58:37:322 |285|Ticks=0||1|-26|-14|3|2
17:58:37:351 |286|Ticks=0||1|-26|-14|2|2
17:58:37:382 |287|Ticks=0||1|-26|-14|2|2
17:58:37:414 |288|Ticks=0||1|-26|-11|3|2
17:58:37:439 |289|Ticks=0||1|-26|-10|5|2
17:58:37:471 |290|Ticks=0||1|-27|-10|7|2
17:58:37:502 |291|Ticks=0||1|-23|-10|8|2
17:58:37:533 |292|Ticks=0||1|-21|-10|11|2
17:58:37:564 |293|Ticks=0||1|-19|-12|10|2
17:58:37:596 |294|Ticks=0||1|-19|-14|9|2
17:58:37:626 |295|Ticks=0||1|-18|-16|9|2
17:58:37:654 |296|Ticks=0||1|-19|-17|9|2
17:58:37:684 |297|Ticks=0||1|-20|-17|9|2
17:58:37:716 |298|Ticks=0||1|-20|-17|7|2
17:58:37:748 |299|Ticks=0||1|-23|-18|7|2
17:58:37:777 |300|Ticks=0||1|-23|-18|6|2
17:58:37:810 |301|Ticks=0||1|-23|-16|7|2
17:58:37:835 |302|Ticks=0||1|-21|-16|7|2
17:58:37:868 |303|Ticks=0||1|-21|-16|7|2
17:58:37:898 |304|Ticks=0||1|-21|-16|8|2
17:58:37:929 |305|Ticks=0||1|-21|-16|8|2
17:58:37:961 |306|Ticks=0||1|-20|-15|8|2
17:58:37:992 |307|Ticks=0||1|-20|-15|9|2
17:58:38:19 |308|Ticks=0||1|-20|-14|8|2
17:58:38:49 |309|Ticks=0||1|-22|-14|8|2
17:58:38:82 |310|Ticks=0||1|-22|-14|9|2
17:58:38:113 |311|Ticks=0||1|-22|-13|9|2
17:58:38:144 |312|Ticks=0||1|-22|-12|8|2
17:58:38:175 |313|Ticks=0||1|-22|-12|9|2
17:58:38:206 |314|Ticks=0||1|-22|-11|10|2
17:58:38:264 |315|Ticks=16||1|-21|-12|10|2
17:58:38:294 |316|Ticks=0||1|-20|-11|10|2
17:58:38:326 |317|Ticks=0||1|-21|-11|10|2
17:58:38:357 |318|Ticks=0||1|-21|-10|9|2
17:58:38:388 |319|Ticks=0||1|-21|-10|9|2
17:58:38:415 |320|Ticks=0||1|-21|-11|9|2
17:58:38:446 |321|Ticks=0||1|-22|-12|9|2
17:58:38:478 |322|Ticks=0||1|-21|-12|9|2
17:58:38:509 |323|Ticks=0||1|-20|-12|9|2
17:58:38:541 |324|Ticks=0||1|-20|-12|9|2
17:58:38:572 |325|Ticks=0||1|-20|-12|10|2
17:58:38:597 |326|Ticks=0||1|-20|-11|10|2
17:58:38:629 |327|Ticks=0||1|-21|-11|10|2
17:58:38:661 |328|Ticks=0||1|-20|-11|10|2
17:58:38:690 |329|Ticks=0||1|-20|-11|10|2
17:58:38:722 |330|Ticks=0||1|-20|-12|10|2
17:58:38:754 |331|Ticks=0||1|-20|-11|9|2
17:58:38:786 |332|Ticks=0||1|-18|-11|9|2
17:58:38:811 |333|Ticks=16||1|-18|-11|10|2
17:58:38:842 |334|Ticks=0||1|-19|-12|10|2
17:58:38:874 |335|Ticks=16||1|-20|-13|12|2
17:58:38:905 |336|Ticks=0||1|-19|-14|11|2
17:58:38:937 |337|Ticks=0||1|-18|-14|10|2
17:58:38:968 |338|Ticks=0||1|-18|-14|10|2
17:58:38:993 |339|Ticks=0||1|-18|-14|11|2
17:58:39:26 |340|Ticks=0||1|-19|-13|11|2
17:58:39:57 |341|Ticks=0||1|-19|-13|11|2
17:58:39:88 |342|Ticks=0||1|-19|-13|11|2
17:58:39:119 |343|Ticks=0||1|-19|-13|11|2
17:58:39:150 |344|Ticks=0||1|-18|-13|11|2
17:58:39:177 |345|Ticks=0||1|-18|-13|11|2
17:58:39:207 |346|Ticks=0||1|-18|-13|10|2
17:58:39:240 |347|Ticks=0||1|-19|-13|10|2
17:58:39:271 |348|Ticks=0||1|-19|-13|10|2
17:58:39:301 |349|Ticks=0||1|-19|-13|10|2
17:58:39:333 |350|Ticks=0||1|-19|-13|10|2
17:58:39:364 |351|Ticks=0||1|-19|-13|11|2
17:58:39:390 |352|Ticks=0||1|-18|-13|10|2
17:58:39:421 |353|Ticks=0||1|-19|-12|11|2
17:58:39:454 |354|Ticks=0||1|-19|-13|10|2
17:58:39:484 |355|Ticks=0||1|-19|-12|10|2
17:58:39:515 |356|Ticks=0||1|-19|-13|10|2
17:58:39:547 |357|Ticks=0||1|-20|-12|10|2
17:58:39:573 |358|Ticks=0||1|-20|-12|10|2
17:58:39:603 |359|Ticks=0||1|-20|-12|10|2
17:58:39:636 |360|Ticks=0||1|-20|-13|10|2
17:58:39:666 |361|Ticks=0||1|-19|-12|10|2
17:58:39:698 |362|Ticks=0||1|-19|-12|10|2
17:58:39:730 |363|Ticks=16||1|-19|-13|11|2
17:58:39:756 |364|Ticks=0||1|-19|-12|10|2
17:58:39:786 |365|Ticks=0||1|-20|-12|10|2
17:58:39:818 |366|Ticks=0||1|-20|-12|9|2
17:58:39:850 |367|Ticks=0||1|-20|-12|9|2
17:58:39:881 |368|Ticks=0||1|-20|-12|10|2
17:58:39:911 |369|Ticks=0||1|-20|-12|10|2
17:58:39:944 |370|Ticks=0||1|-19|-12|10|2
17:58:39:969 |371|Ticks=0||1|-19|-12|9|2
17:58:40:0 |372|Ticks=0||1|-19|-12|11|2
17:58:40:33 |373|Ticks=0||1|-20|-12|10|2
17:58:40:64 |374|Ticks=0||1|-20|-11|10|2
17:58:40:95 |375|Ticks=0||1|-20|-11|9|2
17:58:40:126 |376|Ticks=0||1|-20|-11|10|2
17:58:40:153 |377|Ticks=15||1|-19|-12|10|2
17:58:40:183 |378|Ticks=15||1|-20|-11|10|2
17:58:40:213 |379|Ticks=0||1|-19|-11|11|2
17:58:40:246 |380|Ticks=16||1|-20|-12|10|2
17:58:40:277 |381|Ticks=16||1|-19|-12|10|2
17:58:40:309 |382|Ticks=15||1|-19|-12|10|2
17:58:40:335 |383|Ticks=0||1|-19|-12|10|2
17:58:40:365 |384|Ticks=0||1|-19|-12|10|2
17:58:40:397 |385|Ticks=0||1|-20|-11|10|2
17:58:40:428 |386|Ticks=0||1|-21|-12|11|2
17:58:40:460 |387|Ticks=0||1|-20|-11|9|2
17:58:40:490 |388|Ticks=0||1|-19|-11|10|2
17:58:40:522 |389|Ticks=0||1|-19|-11|11|2
17:58:40:548 |390|Ticks=0||1|-19|-12|9|2
17:58:40:580 |391|Ticks=0||1|-19|-12|10|2
17:58:40:611 |392|Ticks=0||1|-19|-12|10|2
17:58:40:643 |393|Ticks=0||1|-19|-13|10|2
17:58:40:673 |394|Ticks=0||1|-19|-12|10|2
17:58:40:705 |395|Ticks=0||1|-20|-12|11|2
17:58:40:731 |396|Ticks=0||1|-19|-12|10|2
17:58:40:763 |397|Ticks=0||1|-18|-12|11|2
17:58:40:794 |398|Ticks=0||1|-18|-12|11|2
17:58:40:823 |399|Ticks=0||1|-18|-12|10|2
17:58:40:856 |400|Ticks=0||1|-20|-13|11|2
17:58:40:888 |401|Ticks=0||1|-19|-12|10|2
17:58:40:918 |402|Ticks=0||1|-19|-12|10|2
17:58:40:945 |403|Ticks=0||1|-19|-12|11|2
17:58:40:976 |404|Ticks=0||1|-19|-13|11|2
17:58:41:8 |405|Ticks=0||1|-19|-12|10|2
17:58:41:38 |406|Ticks=0||1|-19|-12|10|2
17:58:41:69 |407|Ticks=0||1|-19|-13|11|2
17:58:41:102 |408|Ticks=0||1|-19|-12|11|2
17:58:41:127 |409|Ticks=0||1|-19|-12|10|2
17:58:41:159 |410|Ticks=0||1|-19|-12|10|2
17:58:41:192 |411|Ticks=0||1|-19|-13|10|2
17:58:41:222 |412|Ticks=0||1|-19|-12|10|2
17:58:41:272 |413|Ticks=0||1|-19|-12|11|2
17:58:41:294 |414|Ticks=0||1|-20|-13|12|2
17:58:41:316 |415|Ticks=0||1|-20|-12|10|2
17:58:41:342 |416|Ticks=0||1|-19|-12|10|2
17:58:41:372 |417|Ticks=0||1|-19|-12|11|2
17:58:41:404 |418|Ticks=0||1|-19|-12|10|2
17:58:41:435 |419|Ticks=0||1|-19|-12|10|2
17:58:41:467 |420|Ticks=0||1|-19|-12|10|2
17:58:41:497 |421|Ticks=0||1|-19|-12|11|2
17:58:41:524 |422|Ticks=16||1|-19|-11|10|2
17:58:41:555 |423|Ticks=0||1|-20|-11|10|2
17:58:41:585 |424|Ticks=0||1|-20|-12|10|2
17:58:41:618 |425|Ticks=16||1|-20|-11|10|2
17:58:41:649 |426|Ticks=16||1|-20|-12|11|2
17:58:41:679 |427|Ticks=0||1|-20|-12|10|2
17:58:41:706 |428|Ticks=0||1|-20|-12|9|2
17:58:41:737 |429|Ticks=0||1|-20|-11|10|2
17:58:41:769 |430|Ticks=0||1|-20|-11|11|2
17:58:41:800 |431|Ticks=0||1|-20|-11|10|2
17:58:41:830 |432|Ticks=0||1|-20|-12|10|2
17:58:41:863 |433|Ticks=0||1|-20|-12|10|2
17:58:41:894 |434|Ticks=0||1|-20|-12|10|2
17:58:41:920 |435|Ticks=0||1|-19|-12|10|2
17:58:41:952 |436|Ticks=0||1|-19|-12|11|2
17:58:41:982 |437|Ticks=0||1|-20|-11|10|2
17:58:42:14 |438|Ticks=0||1|-19|-12|10|2
17:58:42:46 |439|Ticks=0||1|-19|-11|10|2
17:58:42:77 |440|Ticks=0||1|-19|-12|10|2
17:58:42:102 |441|Ticks=15||1|-19|-12|10|2
17:58:42:135 |442|Ticks=0||1|-19|-12|10|2
17:58:42:165 |443|Ticks=16||1|-20|-11|10|2
17:58:42:196 |444|Ticks=0||1|-20|-12|11|2
17:58:42:228 |445|Ticks=0||1|-20|-11|10|2
17:58:42:259 |446|Ticks=15||1|-20|-12|10|2
17:58:42:290 |447|Ticks=15||1|-19|-12|10|2
17:58:42:317 |448|Ticks=0||1|-20|-12|10|2
17:58:42:346 |449|Ticks=0||1|-19|-11|11|2
17:58:42:379 |450|Ticks=0||1|-20|-12|10|2
17:58:42:410 |451|Ticks=0||1|-19|-12|10|2
17:58:42:440 |452|Ticks=0||1|-20|-11|10|2
17:58:42:473 |453|Ticks=0||1|-20|-12|10|2
17:58:42:499 |454|Ticks=0||1|-19|-12|10|2
17:58:42:531 |455|Ticks=0||1|-20|-12|10|2
17:58:42:562 |456|Ticks=0||1|-19|-12|10|2
17:58:42:593 |457|Ticks=0||1|-19|-12|10|2
17:58:42:624 |458|Ticks=0||1|-19|-12|10|2
17:58:42:655 |459|Ticks=0||1|-19|-12|10|2
17:58:42:681 |460|Ticks=0||1|-20|-12|10|2
17:58:42:713 |461|Ticks=0||1|-20|-12|11|2
17:58:42:743 |462|Ticks=0||1|-20|-13|10|2
17:58:42:775 |463|Ticks=0||1|-20|-12|10|2
17:58:42:806 |464|Ticks=0||1|-20|-11|10|2
17:58:42:837 |465|Ticks=0||1|-20|-12|11|2
